# z	dc_LCDM	dc_wCDM
0.9450000000000001	3276.828842158236	3335.830942234432
0.9550000000000001	3302.4829979787864	3362.0220999346475
0.965	3327.984514848184	3388.0546519621453
0.975	3353.3345610570727	3413.9297999093556
0.985	3378.534299075552	3439.6487413082305
0.995	3403.584885397318	3465.212669357395
1.005	3428.4874703944483	3490.622772662722
1.015	3453.2431981792033	3515.8802349916587
1.025	3477.8532064748324	3540.986235041041
1.035	3502.318626494701	3565.9419462169994
1.045	3526.6405828282623	3590.7485364275185
1.055	3550.8201933351506	3615.4071678866635
1.065	3574.858569046153	3639.9189969295353
1.075	3598.7568140712533	3664.285173839448
1.085	3622.5160255143896	3688.506842684295
1.095	3646.1372933947264	3712.585141163762
1.105	3669.6217005735416	3736.5212004662226
1.115	3692.970322687883	3760.3161451351048
1.125	3716.1842280897495	3783.97109294391
1.135	3739.264477790092	3807.487154780219
1.145	3762.212125409564	3830.8654345380005
1.155	3785.028217132567	3854.107029017971
1.1649999999999998	3807.713791668078	3877.2130278356085
1.1749999999999998	3830.269880213584	3900.1845133364295
1.1849999999999998	3852.697506424846	3923.022560518313
1.1949999999999998	3874.997686388728	3945.7282369614263
1.2049999999999998	3897.1714286014376	3968.3026027631677
1.2149999999999999	3919.2197339500726	3990.7467104810894
1.2249999999999999	3941.143595697848	4013.0616050801927
1.2349999999999999	3962.9439994734366	4035.2483238870864
1.2449999999999999	3984.6219232638923	4057.3078965493896
1.255	4006.1783374101956	4079.241344999961
1.265	4027.6142046066348	4101.04968342642
1.275	4048.930479903485	4122.733918245988
1.285	4070.1281107116083	4144.29504808387
1.295	4091.2080368111115	4165.734063756651
1.305	4112.171190361641	4187.051948260322
1.315	4133.018495915709	4208.24967676121
1.325	4153.750870434306	4229.328216591538
1.335	4174.369223305411	4250.288527248114
1.345	4194.874456363364	4271.1315603953335
1.355	4215.2674639116985	4291.85825987011
1.365	4235.549132747206	4312.469561691249
1.375	4255.720342186368	4332.966394070877
1.385	4275.781964092818	4353.349677429451
1.395	4295.734862907201	4373.620324412618
1.405	4315.579895678674	4393.779239911466
1.4149999999999998	4335.317912097473	4413.827321084622
1.4249999999999998	4354.949754529023	4433.765457382874
1.4349999999999998	4374.476258049658	4453.594530575806
1.4449999999999998	4393.898250483204	4473.315414780963
1.4549999999999998	4413.216552439741	4492.928976494046
1.4649999999999999	4432.431977353478	4512.436074621607
1.4749999999999999	4451.545331524903	4531.837560516134
1.4849999999999999	4470.557414159838	4551.134278010648
1.4949999999999999	4489.469017413468	4570.3270634570445
1.505	4508.280926432385	4589.416745764801
1.515	4526.993919398709	4608.404146441605
1.525	4545.608767574787	4627.290079633556
1.535	4564.126235348464	4646.075352169558
1.545	4582.547080278878	4664.760763603933
1.555	4600.872053143633	4683.347106261836
1.565	4619.101897985315	4701.835165284546
1.575	4637.237352159217	4720.225718677078
1.585	4655.279146381826	4738.5195373545275
1.595	4673.228004779111	4756.717385190909
1.605	4691.084644935228	4774.820019068581
1.615	4708.849777942107	4792.828188927181
1.625	4726.524108449005	4810.742637814018
1.635	4744.108334711706	4828.564101934999
1.645	4761.603148643867	4846.293310705507
1.655	4779.0092358656075	4863.930986802976
1.665	4796.327275755275	4881.477846217757
1.6749999999999998	4813.557941499491	4898.934598306381
1.6849999999999998	4830.7019001437775	4916.30194584402
1.6949999999999998	4847.759812643295	4933.580585077339
1.7049999999999998	4864.732333913982	4950.771205778194
1.7149999999999999	4881.620112883238	4967.874491296511
1.7249999999999999	4898.423792540547	4984.891118614224
1.7349999999999999	4915.144009988489	5001.821758398989
1.7449999999999999	4931.781396493989	5018.667075057371
1.755	4948.33657753819	5035.427726789688
1.765	4964.810172867921	5052.10436564334
1.775	4981.202796545986	5068.697637566614
1.785	4997.515057001699	5085.208182462696
1.795	5013.74755708115	5101.636634243852
1.805	5029.900894097509	5117.983620884755
1.815	5045.975659881034	5134.249764476177
1.825	5061.972440829376	5150.43568127901
1.835	5077.891817956278	5166.541981777316
1.845	5093.7343669422235	5182.56927073178
1.855	5109.500658182914	5198.518147232869
1.865	5125.191256838617	5214.389204753544
1.875	5140.806722883531	5230.183031202522
1.885	5156.347611153372	5245.900208976264
1.895	5171.814471394246	5261.5413150119475
1.905	5187.2078483109235	5277.106920838784
1.915	5202.5282816146455	5292.597592630501
1.9249999999999998	5217.776306070037	5308.013891256104
1.9349999999999998	5232.952451542961	5323.356372332787
1.9449999999999998	5248.057243047439	5338.625586274642
1.9549999999999998	5263.091200791968	5353.822078345383
1.9649999999999999	5278.054840226359	5368.946388707833
1.9749999999999999	5292.948672087455	5383.9990524736
1.9849999999999999	5307.773202444636	5398.980599754162
1.9949999999999999	5322.528932746111	5413.891555708707
