0.028900,,,,,,,,,
,0.028605,-0.049393,0.014897,-0.013871,,,,,
,-0.049393,0.530719,-0.024235,0.176709,,,,,
,0.014897,-0.024235,0.041475,-0.048740,,,,,
,-0.013871,0.176709,-0.048740,0.326859,,,,,
,,,,,0.003600,,,,
,,,,,,0.107663,-0.058318,,
,,,,,,-0.058318,0.283818,,
,,,,,,,,0.63731604,0.1706891
,,,,,,,,0.1706891,0.30468415
